fecha,idT,Likes,ReTweets,Positividad,txt
2018-09-01 00:38:03,1035688198582747136,180,58,0.386465679090324,"Muchas gracias por tu comentario, Javier. Pero, por favor, déjame hacer una aclaración: claro que puedo ganar. Aún faltan 5 semanas. Vamos a trabajar duro y con propuestas. Lima no puede seguir 4 años a la deriva."
2018-09-01 00:55:50,1035692676325289984,69,37,0.11284754365655271,"Ayer hubo cuatro asaltos dentro de colectivos. Cuatro en un solo día. Necesitamos un transporte público rápido, pero también seguro. Para ordenar el transporte, es necesario erradicar los colectivos informales. Nosotros lo haremos."
2018-09-01 01:17:05,1035698022850732032,2,0,0.7197146555561817,"Muchas gracias, Ernesto. La comunidad LGBTIQ merece un trato digno y sin discriminación."
2018-09-01 01:20:40,1035698923988504576,36,11,0.8366824669900167,"De acuerdo, Hugo. Los colectivos existen porque son más rápidos que el transporte público. Pero el aumento de los colectivos genera también más congestión y lentitud: además, son muchas unidades con pocos pasajeros. El primer paso es un mejor transporte público, con más buses."
2018-09-01 01:53:35,1035707209068498944,39,14,0.30335086043160703,"Regresando de una excelente reunión con los dirigentes de los mototaxistas de San Juan de Lurigancho y con Herberth Villafán, futuro alcalde de este gran distrito."
2018-09-01 02:04:14,1035709886959693824,139,52,0.547214930447084,"Mañana estaré en Si tienen preguntas, las respondo con gusto."
2018-09-01 14:25:36,1035896457969197056,71,21,0.18089703317363198,"Hoy, a las 10 am, estaré conversando con en Radio Exitosa. Espero puedan oírme. ¡Pasen la voz!"
2018-09-01 15:08:21,1035907217403375616,19,5,0.07561195896594615,Ya está por empezar mi entrevista en Exitosa. Síguela aquí:
2018-09-01 23:20:23,1036031041474056193,91,31,0.12675225688705286,Estoy en vivo en explicando mis propuestas. Síganme aquí:
2018-09-01 23:26:48,1036032655370973184,105,52,0.461353955093239,"""Ordenar el transporte es todo o nada. Si no lo hacemos, pronto el tráfico en Lima será inmanejable"". Ahora en:"
2018-09-01 23:30:25,1036033566378000386,15,6,0.08662319798837913,"""Con menos de 300 millones de soles se pueden hacer corredores exclusivos en Lima, en un plazo menor a 4 años"". En:"
2018-09-01 23:32:05,1036033984914972674,18,14,0.09620422460979078,"""Un chofer trabaja hoy 14.5 horas en promedio. Después de ordenar el transporte, tendrán derechos laborales y ganarán 1000 soles más"". En:"
2018-09-01 23:35:11,1036034767706308609,37,24,0.0922453654993456,"""Necesitamos que los usuarios usen la misma tarjeta para el Metro y el Metropolitano. Se puede. Es lo justo"". En:"
2018-09-01 23:35:47,1036034916981583872,35,27,0.06723396471376994,"""El fujimorismo tiene 3 kandidatos: Reggiardo, de Cambio 90; Ditel, al que no le dan plata; y Gagó"". En:"
2018-09-01 23:37:07,1036035251590623233,22,8,0.05298661034772336,"""El neoliberalismo salvaje de los 90 causó el desastre actual del transporte"". En:"
2018-09-01 23:38:24,1036035575579664384,58,29,0.03088333595191052,"""Imaginemos que vives en el Asentamiento Nuevo Paraíso en Comas. El transporte público no llega allí. ¿Por qué? Porque no es rentable. Desde Payet, para llegar allí, el mototaxi cuesta 6 soles"". En:"
2018-09-01 23:39:07,1036035754588348416,14,4,0.6066832246865552,"""Por eso es importante subsidiar el transporte público: para que llegue allí donde no es rentable. Por eso el Metro 1 es más popular que el Metropolitano: porque está subsidiado"". En:"
2018-09-01 23:39:07,1036035754588348416,14,4,0.6066832246865552,"""Por eso es importante subsidiar el transporte público: para que llegue allí donde no es rentable. Por eso el Metro 1 es más popular que el Metropolitano: porque está subsidiado"". En:"
2018-09-01 23:40:21,1036036065033945089,57,29,0.22103695472570983,"""Necesitamos subsidios en el transporte público: el segundo pasaje costará un sol menos, y el tercer pasaje será gratuito. En Europa, el subsidio es alrededor del 60%. Lo mismo ocurre en Santiago de Chile y Bogotá"". En:"
2018-09-01 23:41:13,1036036285264277504,47,19,0.21486011150702328,"""En Lima, los pobres no acceden a la red de transporte público. Para llegar, tienen que tomar un taxi o un mototaxi. Eso lo vamos a cambiar"". En:"
2018-09-01 23:48:33,1036038130254729216,18,3,0.13779688433900247,"""El peaje de Línea Amarilla se tiene que renegociar. Tiene que bajarse su precio. Tal como existe, no tiene utilidad"". En:"
2018-09-01 23:51:23,1036038844360130563,64,24,0.46177880978561103,"""En San Isidro, hay 1 policía por cada 300 personas. En Puente Piedra, en cambio, tenemos 1 policía por cada 2900 personas. Esa desigualdad no debe existir. Tenemos que redistribuir los policías en Lima"". En:"
2018-09-01 23:53:56,1036039484658405376,15,3,0.021750622319647233,"""La inseguridad se resuelve con prevención, no solamente con operativos"". En:"
